Abounding_with.Depictive,Locative_relation.Direction,Locative_relation.Distance
Cause_change_of_consistency.Agent,Transitive_action.Agent
Cause_change_of_consistency.Cause,Transitive_action.Cause
Cause_change_of_consistency.Manner,Transitive_action.Manner
Cause_change_of_consistency.Means,Transitive_action.Means
Cause_change_of_consistency.Place,Transitive_action.Place
Cause_change_of_consistency.Result,Transitive_action.Result
Cause_change_of_consistency.Time,Transitive_action.Time
Cause_change_of_consistency.Undergoer,Transitive_action.Patient
Cause_change_of_phase.Agent,Transitive_action.Agent
Cause_change_of_phase.Cause,Transitive_action.Cause
Cause_change_of_phase.Depictive,Transitive_action.Depictive
Cause_change_of_phase.Manner,Transitive_action.Manner
Cause_change_of_phase.Means,Transitive_action.Means
Cause_change_of_phase.Place,Transitive_action.Place
Cause_change_of_phase.Result,Transitive_action.Result
Cause_change_of_phase.Time,Transitive_action.Time
Cause_change_of_phase.Undergoer,Transitive_action.Patient
Cause_change_of_position_on_a_scale.Agent,Transitive_action.Agent
Cause_change_of_position_on_a_scale.Cause,Transitive_action.Cause
Cause_change_of_position_on_a_scale.Item,Transitive_action.Patient
Cause_change_of_position_on_a_scale.Manner,Transitive_action.Manner
Cause_change_of_position_on_a_scale.Means,Transitive_action.Means
Cause_change_of_position_on_a_scale.Place,Transitive_action.Place
Cause_change_of_position_on_a_scale.Time,Transitive_action.Time
Cause_change_of_strength.Agent,Transitive_action.Agent
Cause_change_of_strength.Cause,Transitive_action.Cause
Cause_change_of_strength.Depictive,Transitive_action.Depictive
Cause_change_of_strength.Manner,Transitive_action.Manner
Cause_change_of_strength.Means,Transitive_action.Means
Cause_change_of_strength.Patient,Transitive_action.Patient
Cause_change_of_strength.Place,Transitive_action.Place
Cause_change_of_strength.Result,Transitive_action.Result
Cause_change_of_strength.Time,Transitive_action.Time
Cause_change.Place,Transitive_action.Place
Cause_change.Time,Transitive_action.Time
Cause_expansion.Agent,Transitive_action.Agent
Cause_expansion.Cause,Transitive_action.Cause
Cause_expansion.Item,Transitive_action.Patient
Cause_expansion.Manner,Transitive_action.Manner
Cause_expansion.Means,Transitive_action.Means
Cause_expansion.Place,Transitive_action.Place
Cause_expansion.Time,Transitive_action.Time
Cause_fluidic_motion.Agent,Cause_motion.Agent
Cause_fluidic_motion.Area,Cause_motion.Area
Cause_fluidic_motion.Cause,Cause_motion.Cause
Cause_fluidic_motion.Distance,Cause_motion.Distance
Cause_fluidic_motion.Fluid,Cause_motion.Theme
Cause_fluidic_motion.Goal,Cause_motion.Goal
Cause_fluidic_motion.Instrument,Cause_motion.Instrument
Cause_fluidic_motion.Manner,Cause_motion.Manner
Cause_fluidic_motion.Means,Cause_motion.Means
Cause_fluidic_motion.Path,Cause_motion.Path
Cause_fluidic_motion.Place,Cause_motion.Place
Cause_fluidic_motion.Source,Cause_motion.Source
Cause_fluidic_motion.Time,Cause_motion.Time
Cause_harm.Agent,Cause_bodily_experience.Agent,Transitive_action.Agent
Cause_harm.Body_part,Cause_bodily_experience.Body_part
Cause_harm.Cause,Cause_bodily_experience.Cause,Transitive_action.Cause
Cause_harm.Circumstances,Cause_bodily_experience.Circumstances
Cause_harm.Concessive,Cause_bodily_experience.Concessive
Cause_harm.Containing_event,Cause_bodily_experience.Containing_event
Cause_harm.Degree,Cause_bodily_experience.Degree
Cause_harm.Depictive,Cause_bodily_experience.Depictive,Transitive_action.Depictive
Cause_harm.Duration,Cause_bodily_experience.Duration
Cause_harm.Explanation,Cause_bodily_experience.Explanation
Cause_harm.Frequency,Cause_bodily_experience.Frequency
Cause_harm.Instrument,Cause_bodily_experience.Instrument
Cause_harm.Iterations,Cause_bodily_experience.Iterations
Cause_harm.Manner,Cause_bodily_experience.Manner,Transitive_action.Manner
Cause_harm.Means,Cause_bodily_experience.Means,Transitive_action.Means
Cause_harm.Patricular_iteration,Cause_bodily_experience.Patricular_iteration
Cause_harm.Period_of_iterations,Cause_bodily_experience.Period_of_iterations
Cause_harm.Place,Cause_bodily_experience.Place,Transitive_action.Place
Cause_harm.Purpose,Cause_bodily_experience.Purpose
Cause_harm.Reason,Cause_bodily_experience.Reason
Cause_harm.Re_encoding,Cause_bodily_experience.Re_encoding
Cause_harm.Result,Cause_bodily_experience.Result,Transitive_action.Result
Cause_harm.Subregion_bodypart,Cause_bodily_experience.Subregion_bodypart
Cause_harm.Time,Cause_bodily_experience.Time,Transitive_action.Time
Cause_harm.Victim,Cause_bodily_experience.Experiencer,Transitive_action.Patient
Cause_impact.Agent,Transitive_action.Agent
Cause_impact.Cause,Transitive_action.Cause
Cause_impact.Impactor,Transitive_action.Patient
Cause_impact.Manner,Transitive_action.Manner
Cause_impact.Means,Transitive_action.Means
Cause_impact.Place,Transitive_action.Place
Cause_impact.Result,Transitive_action.Result
Cause_impact.Time,Transitive_action.Time
Cause_motion.Agent,Transitive_action.Agent
Cause_motion.Cause,Transitive_action.Cause
Cause_motion.Depictive,Transitive_action.Depictive
Cause_motion.Manner,Transitive_action.Manner
Cause_motion.Means,Transitive_action.Means
Cause_motion.Place,Transitive_action.Place
Cause_motion.Theme,Transitive_action.Patient
Cause_motion.Time,Transitive_action.Time
Cause_proliferation_in_number.Agent,Cause_change_of_position_on_a_scale.Agent
Cause_proliferation_in_number.Attribute,Cause_change_of_position_on_a_scale.Attribute
Cause_proliferation_in_number.Cause,Cause_change_of_position_on_a_scale.Cause
Cause_proliferation_in_number.Co_Variable,Cause_change_of_position_on_a_scale.Co_Variable
Cause_proliferation_in_number.Difference,Cause_change_of_position_on_a_scale.Difference
Cause_proliferation_in_number.Final_number,Cause_change_of_position_on_a_scale.Value_2
Cause_proliferation_in_number.Initial_number,Cause_change_of_position_on_a_scale.Value_1
Cause_proliferation_in_number.Manner,Cause_change_of_position_on_a_scale.Manner
Cause_proliferation_in_number.Means,Cause_change_of_position_on_a_scale.Means
Cause_proliferation_in_number.Path,Cause_change_of_position_on_a_scale.Path
Cause_proliferation_in_number.Place,Cause_change_of_position_on_a_scale.Place
Cause_proliferation_in_number.Purpose,Cause_change_of_position_on_a_scale.Purpose
Cause_proliferation_in_number.Set,Cause_change_of_position_on_a_scale.Item
Cause_proliferation_in_number.Speed,Cause_change_of_position_on_a_scale.Speed
Cause_proliferation_in_number.Time,Cause_change_of_position_on_a_scale.Time
Cause_temperature_change.Agent,Transitive_action.Agent
Cause_temperature_change.Cause,Transitive_action.Cause
Cause_temperature_change.Depictive,Transitive_action.Depictive
Cause_temperature_change.Item,Transitive_action.Patient
Cause_temperature_change.Manner,Transitive_action.Manner
Cause_temperature_change.Means,Transitive_action.Means
Cause_temperature_change.Place,Transitive_action.Place
Cause_temperature_change.Result,Transitive_action.Result
Cause_temperature_change.Time,Transitive_action.Time
Cause_to_amalgamate.Agent,Intentionally_affect.Agent
Cause_to_amalgamate.Degree,Intentionally_affect.Degree
Cause_to_amalgamate.Manner,Intentionally_affect.Manner
Cause_to_amalgamate.Means,Intentionally_affect.Means
Cause_to_amalgamate.Part_1,Intentionally_affect.Patient
Cause_to_amalgamate.Place,Intentionally_affect.Place
Cause_to_amalgamate.Purpose,Intentionally_affect.Purpose
Cause_to_amalgamate.Time,Intentionally_affect.Time
Cause_to_be_dry.Agent,Transitive_action.Agent
Cause_to_be_dry.Cause,Transitive_action.Cause
Cause_to_be_dry.Dryee,Transitive_action.Patient
Cause_to_be_dry.Manner,Transitive_action.Manner
Cause_to_be_dry.Means,Transitive_action.Means
Cause_to_be_dry.Place,Transitive_action.Place
Cause_to_be_dry.Time,Transitive_action.Time
Cause_to_be_included.Agent,Transitive_action.Agent
Cause_to_be_included.Cause,Transitive_action.Cause
Cause_to_be_included.Manner,Transitive_action.Manner
Cause_to_be_included.Means,Transitive_action.Means
Cause_to_be_included.New_member,Transitive_action.Patient
Cause_to_be_included.Place,Transitive_action.Place
Cause_to_be_included.Time,Transitive_action.Time
Cause_to_be_sharp.Agent,Transitive_action.Agent
Cause_to_be_sharp.Cause,Transitive_action.Cause
Cause_to_be_sharp.Manner,Transitive_action.Manner
Cause_to_be_sharp.Means,Transitive_action.Means
Cause_to_be_sharp.Patient,Transitive_action.Patient
Cause_to_be_sharp.Place,Transitive_action.Place
Cause_to_be_sharp.Result,Transitive_action.Result
Cause_to_be_sharp.Time,Transitive_action.Time
Cause_to_be_wet.Agent,Transitive_action.Agent
Cause_to_be_wet.Cause,Transitive_action.Cause
Cause_to_be_wet.Liquid,Transitive_action.Patient
Cause_to_be_wet.Manner,Transitive_action.Manner
Cause_to_be_wet.Means,Transitive_action.Means
Cause_to_be_wet.Place,Transitive_action.Place
Cause_to_be_wet.Time,Transitive_action.Time
Cause_to_continue.Agent,Transitive_action.Agent
Cause_to_continue.Cause,Transitive_action.Cause
Cause_to_continue.Manner,Transitive_action.Manner
Cause_to_continue.Means,Transitive_action.Means
Cause_to_continue.Place,Transitive_action.Place
Cause_to_continue.Process,Transitive_action.Patient
Cause_to_continue.Time,Transitive_action.Time
Cause_to_end.Agent,Transitive_action.Agent
Cause_to_end.Cause,Transitive_action.Cause
Cause_to_end.Depictive,Transitive_action.Depictive
Cause_to_end.Manner,Transitive_action.Manner
Cause_to_end.Means,Transitive_action.Means
Cause_to_end.Place,Transitive_action.Place
Cause_to_end.Process,Transitive_action.Patient
Cause_to_end.Time,Transitive_action.Time
Cause_to_experience.Agent,Intentionally_affect.Agent
Cause_to_experience.Degree,Intentionally_affect.Degree
Cause_to_experience.Experiencer,Intentionally_affect.Patient
Cause_to_experience.Instrument,Intentionally_affect.Instrument
Cause_to_experience.Manner,Intentionally_affect.Manner
Cause_to_experience.Means,Intentionally_affect.Means
Cause_to_experience.Place,Intentionally_affect.Place
Cause_to_experience.Purpose,Intentionally_affect.Purpose
Cause_to_experience.Time,Intentionally_affect.Time
Cause_to_fragment.Agent,Transitive_action.Agent
Cause_to_fragment.Cause,Transitive_action.Cause
Cause_to_fragment.Manner,Transitive_action.Manner
Cause_to_fragment.Means,Transitive_action.Means
Cause_to_fragment.Place,Transitive_action.Place
Cause_to_fragment.Result,Transitive_action.Result
Cause_to_fragment.Time,Transitive_action.Time
Cause_to_fragment.Whole_patient,Transitive_action.Patient
Cause_to_make_noise.Agent,Transitive_action.Agent
Cause_to_make_noise.Cause,Transitive_action.Cause
Cause_to_make_noise.Depictive,Transitive_action.Depictive
Cause_to_make_noise.Manner,Transitive_action.Manner
Cause_to_make_noise.Means,Transitive_action.Means
Cause_to_make_noise.Place,Transitive_action.Place
Cause_to_make_noise.Sound_maker,Transitive_action.Patient
Cause_to_make_noise.Time,Transitive_action.Time
Cause_to_move_in_place.Agent,Transitive_action.Agent
Cause_to_move_in_place.Cause,Transitive_action.Cause
Cause_to_move_in_place.Manner,Transitive_action.Manner
Cause_to_move_in_place.Means,Transitive_action.Means
Cause_to_move_in_place.Place,Transitive_action.Place
Cause_to_move_in_place.Result,Transitive_action.Result
Cause_to_move_in_place.Theme,Transitive_action.Patient
Cause_to_move_in_place.Time,Transitive_action.Time
Cause_to_perceive.Agent,Intentionally_affect.Agent
Cause_to_perceive.Manner,Intentionally_affect.Manner
Cause_to_perceive.Means,Intentionally_affect.Means
Cause_to_perceive.Perceiver,Intentionally_affect.Patient
Cause_to_perceive.Place,Intentionally_affect.Place
Cause_to_perceive.Purpose,Intentionally_affect.Purpose
Cause_to_perceive.Time,Intentionally_affect.Time
Cause_to_resume.Agent,Transitive_action.Agent
Cause_to_resume.Cause,Transitive_action.Cause
Cause_to_resume.Manner,Transitive_action.Manner
Cause_to_resume.Means,Transitive_action.Means
Cause_to_resume.Place,Transitive_action.Place
Cause_to_resume.Process,Transitive_action.Patient
Cause_to_resume.Time,Transitive_action.Time
Cause_to_rot.Agent,Transitive_action.Agent
Cause_to_rot.Cause,Transitive_action.Cause
Cause_to_rot.Depictive,Transitive_action.Depictive
Cause_to_rot.Manner,Transitive_action.Manner
Cause_to_rot.Means,Transitive_action.Means
Cause_to_rot.Place,Transitive_action.Place
Cause_to_rot.Result,Transitive_action.Result
Cause_to_rot.Time,Transitive_action.Time
Cause_to_rot.Undergoer,Transitive_action.Patient
Cause_to_wake.Agent,Transitive_action.Agent
Cause_to_wake.Cause,Transitive_action.Cause
Cause_to_wake.Manner,Transitive_action.Manner
Cause_to_wake.Means,Transitive_action.Means
Cause_to_wake.Place,Transitive_action.Place
Cause_to_wake.Sleeper,Transitive_action.Patient
Cause_to_wake.Time,Transitive_action.Time
Ceasing_to_be.Entity,Cycle_of_existence_scenario.Entity
Ceasing_to_be.Manner,Event.Manner
Ceasing_to_be.Place,Event.Place
Ceasing_to_be.Time,Event.Time
Certainty.Cognizer,Gradable_attributes.Entity
Certainty.Degree,Gradable_attributes.Degree
Change_event_duration.Agent,Cause_change.Agent
Change_event_duration.Cause,Cause_change.Cause
Change_event_duration.Degree,Cause_change.Degree
Change_event_duration.Event,Cause_change.Entity,Cause_change.Initial_category
Change_event_duration.Initial_duration,Cause_change.Initial_value
Change_event_duration.Manner,Cause_change.Manner
Change_event_duration.Means,Cause_change.Means
Change_event_duration.New_duration,Cause_change.Final_value
Change_event_duration.Purpose,Cause_change.Purpose
Change_event_duration.Reason,Cause_change.Reason
Change_event_duration.Time,Cause_change.Time
Change_event_time.Agent,Cause_change.Agent
Change_event_time.Cause,Cause_change.Cause
Change_event_time.Degree,Cause_change.Degree
Change_event_time.Destination_event,Cause_change.Final_category
Change_event_time.Destination_time,Cause_change.Final_value
Change_event_time.Event,Cause_change.Entity,Cause_change.Initial_category
Change_event_time.Landmark_time,Cause_change.Initial_value
Change_event_time.Manner,Cause_change.Manner
Change_event_time.Means,Cause_change.Means
Change_event_time.Purpose,Cause_change.Purpose
Change_event_time.Reason,Cause_change.Reason
Change_event_time.Time,Cause_change.Time
Change_of_consistency.Manner,Event.Manner
Change_of_consistency.Place,Event.Place
Change_of_consistency.Reason,Event.Reason
Change_of_consistency.Time,Event.Time
Change_of_leadership.Body,Appointing.Body
Change_of_leadership.Circumstances,Appointing.Circumstances
Change_of_leadership.Degree,Appointing.Degree
Change_of_leadership.Depictive,Appointing.Depictive
Change_of_leadership.Function,Appointing.Function
Change_of_leadership.Manner,Appointing.Manner
Change_of_leadership.Means,Appointing.Means
Change_of_leadership.New_leader,Appointing.Official
Change_of_leadership.Place,Appointing.Place
Change_of_leadership.Result,Appointing.Result
Change_of_leadership.Role,Appointing.Role
Change_of_leadership.Selector,Appointing.Selector
Change_of_leadership.Time,Appointing.Time
Change_of_phase.Circumstances,Change_of_phase_scenario.Circumstances
Change_of_phase.Degree,Change_of_phase_scenario.Degree
Change_of_phase.Initial_state,Change_of_phase_scenario.Initial_state
Change_of_phase.Manner,Change_of_phase_scenario.Manner
Change_of_phase.Place,Change_of_phase_scenario.Place
Change_of_phase.Result,Change_of_phase_scenario.Result
Change_of_phase.Speed,Change_of_phase_scenario.Speed
Change_of_phase.Subregion,Change_of_phase_scenario.Subregion
Change_of_phase.Time,Change_of_phase_scenario.Time
Change_of_phase.Undergoer,Change_of_phase_scenario.Undergoer
Change_of_state_endstate.Entity,Change_of_state_scenario.Entity,State.Entity
Change_of_state_endstate.State,State.State
Change_of_state_initial_state.Entity,Change_of_state_scenario.Entity,State.Entity
Change_of_state_initial_state.State,State.State
Change_posture.Location,Intentionally_act.Place
Change_posture.Manner,Intentionally_act.Manner
Change_posture.Means,Intentionally_act.Means
Change_posture.Protagonist,Intentionally_act.Agent
Change_posture.Purpose,Intentionally_act.Purpose
Change_posture.Time,Intentionally_act.Time
Change_resistance.Agent,Cause_change_of_strength.Agent
Change_resistance.Cause,Cause_change_of_strength.Cause
Change_resistance.Depictive,Cause_change_of_strength.Depictive
Change_resistance.Manner,Cause_change_of_strength.Manner
Change_resistance.Means,Cause_change_of_strength.Means
Change_resistance.Patient,Cause_change_of_strength.Patient
Change_resistance.Place,Cause_change_of_strength.Place
Change_resistance.Result,Cause_change_of_strength.Result
Change_resistance.Time,Cause_change_of_strength.Time
Change_tool.Agent,Intentionally_act.Agent
Change_tool.Manner,Intentionally_act.Manner
Change_tool.Means,Intentionally_act.Means
